,statecode,countycode,fipscode,state,county,year,county_ranked,smoking,obesity,inactivity,access_to_exercise_opp,alcohol_impair_drive_death,preventable_hospital_stay,flu_vaccine,flu_vaccine_black,flu_vaccine_hispanic,flu_vaccine_white,income_inequality,air_pollution,drinking_water_violation,life_expectancy,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,diabetes,hiv,food_insecurity,limited_access_healthy_food,drug_overdose,insufficient_sleep,median_household_income,rural,region,state_name
17,1,31,1031,AL,Coffee County,2019,1.0,0.182012209,0.334,0.303,0.5717546248,0.4090909091,4614.0,0.41,0.34,0.24,0.43,4.7834285714,10.9,0.0,77.20313581,74.769558209,87.837911614,77.265126608,0.148,143.3,0.147,0.0598120314,7.128461354,0.3730473188,51998.0,0.4719508289,South,Alabama
18,1,33,1033,AL,Colbert County,2019,1.0,0.1837114645,0.325,0.33,0.5528220769,0.1780821918,6478.0,0.47,0.42,0.29,0.47,4.9345389415,10.7,0.0,74.851027031,75.013697519,,74.611811166,0.176,93.3,0.153,0.0655170454,7.3588029681,0.3695078304,46100.0,0.4389468656,South,Alabama
19,1,35,1035,AL,Conecuh County,2019,1.0,0.2347999723,0.387,0.346,0.3712579377,0.2647058824,11309.0,0.44,0.38,,0.47,4.9221264835,10.3,0.0,75.033811563,74.618983322,,75.39793912,0.195,262.3,0.239,0.1322977626,,0.4232037304,30796.0,0.8094950106,South,Alabama
20,1,37,1037,AL,Coosa County,2019,1.0,0.205045703,0.404,0.31,0.0831094549,0.21875,4725.0,0.39,0.3,,0.41,4.2841550621,11.0,0.0,73.416100716,74.469669904,,72.496194527,0.186,149.7,0.163,0.1012480749,,0.3680937197,42442.0,1.0,South,Alabama
21,1,39,1039,AL,Covington County,2019,1.0,0.2093981084,0.334,0.328,0.5061829737,0.2727272727,8193.0,0.44,0.29,0.55,0.45,4.6163329089,10.5,0.0,74.215783517,70.549819022,,74.588067759,0.148,169.9,0.156,0.0437032675,,0.3591244884,39093.0,0.6965179399,South,Alabama
22,1,41,1041,AL,Crenshaw County,2019,1.0,0.1997713662,0.382,0.3,0.2637710341,0.4117647059,6215.0,0.37,0.25,,0.39,5.7631524369,10.7,0.0,74.831088149,75.09963741,,74.577287339,0.159,197.5,0.166,0.1703906038,,0.3755186144,38419.0,1.0,South,Alabama
23,1,43,1043,AL,Cullman County,2019,1.0,0.2034060491,0.345,0.334,0.4632117006,0.2897196262,6303.0,0.41,0.32,0.31,0.41,4.6220615826,11.6,0.0,74.683517679,,101.36315908,74.398937597,0.164,75.6,0.12,0.0310960625,21.841921118,0.3537426646,45925.0,0.7323955924,South,Alabama
24,1,45,1045,AL,Dale County,2019,1.0,0.1861218467,0.373,0.287,0.4834729657,0.4375,5162.0,0.43,0.35,0.36,0.45,5.234291606,11.0,0.0,75.407857769,72.597099641,96.070881246,75.551679647,0.156,273.3,0.167,0.1055938033,8.1071768783,0.4084584768,42572.0,0.5088853953,South,Alabama
25,1,47,1047,AL,Dallas County,2019,1.0,0.2219683462,0.419,0.281,0.4905979005,0.5510204082,6574.0,0.34,0.27,,0.42,6.5462278107,11.1,0.0,71.715678606,71.050594254,,73.329136143,0.166,415.2,0.295,0.1155627093,,0.4232435317,31329.0,0.4563897764,South,Alabama
26,1,49,1049,AL,DeKalb County,2019,1.0,0.2236335316,0.304,0.305,0.4653560028,0.3452380952,5204.0,0.42,0.22,0.36,0.42,4.6518184037,11.3,0.0,74.22449164,,77.577435097,73.561683177,0.122,76.7,0.12,0.0216696461,29.487893581,0.3581592162,39906.0,0.901306445,South,Alabama
27,1,51,1051,AL,Elmore County,2019,1.0,0.1866105088,0.361,0.279,0.5209008486,0.3614457831,6057.0,0.4,0.33,,0.41,4.3525155925,11.9,0.0,76.122566173,74.030981599,96.194106529,76.423778078,0.146,228.7,0.14,0.0694302171,8.9816447841,0.3842432624,59652.0,0.5418836614,South,Alabama
28,1,53,1053,AL,Escambia County,2019,1.0,0.2086807753,0.384,0.3,0.4865732404,0.380952381,7620.0,0.35,0.26,,0.38,5.5611456849,10.2,0.0,72.887192734,71.56765926,,73.182240054,0.181,226.4,0.198,0.0721994003,26.557133246,0.3974832963,37870.0,0.6351157389,South,Alabama
29,1,55,1055,AL,Etowah County,2019,1.0,0.2313035858,0.361,0.334,0.4515752178,0.1734693878,7165.0,0.36,0.25,0.38,0.37,4.7154733627,11.5,0.0,73.053678134,71.851291806,,73.200293609,0.152,187.0,0.152,0.0940061663,23.348120476,0.4083559392,41791.0,0.3748348176,South,Alabama
30,1,57,1057,AL,Fayette County,2019,1.0,0.2003300017,0.378,0.346,0.349863697,0.3157894737,5503.0,0.44,0.38,,0.45,5.0302250379,10.6,0.0,74.566271303,71.741060528,,74.775977064,0.157,98.5,0.15,0.013544587,,0.3891526204,39394.0,0.8023316513,South,Alabama
31,1,59,1059,AL,Franklin County,2019,1.0,0.2088748226,0.33,0.335,0.5798637396,0.1071428571,7810.0,0.38,0.21,0.21,0.39,4.2616599443,10.5,0.0,74.054996862,,79.655732261,73.098263605,0.137,46.1,0.13,0.0412061939,10.546409475,0.3842066779,41025.0,0.7036651527,South,Alabama
32,1,61,1061,AL,Geneva County,2019,1.0,0.2230488096,0.38,0.323,0.2020530049,0.4166666667,5629.0,0.46,0.36,0.34,0.47,4.9073682903,10.6,0.0,74.327174729,71.904133816,,74.359178172,0.162,163.7,0.153,0.009307848,13.782388613,0.3692114575,38561.0,0.8964165733,South,Alabama
33,1,63,1063,AL,Greene County,2019,1.0,0.2442496003,0.421,0.279,0.0622443339,0.2894736842,7559.0,0.28,0.23,,0.41,5.6438562513,10.5,0.0,73.854799138,,,,0.189,396.6,0.314,0.2134247572,,0.4523545272,28108.0,1.0,South,Alabama
34,1,65,1065,AL,Hale County,2019,1.0,0.2206263417,0.42,0.309,0.2989847716,0.3333333333,6807.0,0.33,0.21,,0.44,6.0388564857,10.8,0.0,74.241852483,73.387046849,,75.817090235,0.161,421.1,0.234,0.0464750699,,0.4179543605,34905.0,0.8916878173,South,Alabama
35,1,67,1067,AL,Henry County,2019,1.0,0.1966662856,0.379,0.323,0.2570223096,0.2,4305.0,0.42,0.3,,0.46,5.1380952381,10.9,0.0,75.597930111,73.257653004,,76.331724735,0.167,163.5,0.155,0.0214216797,,0.3811461866,48094.0,0.8775286094,South,Alabama
36,1,69,1069,AL,Houston County,2019,1.0,0.2150920125,0.36,0.288,0.5775158301,0.2613636364,5137.0,0.45,0.34,0.36,0.48,5.0125725884,10.7,0.0,75.987399826,72.860532687,91.183879428,76.991291645,0.145,333.8,0.173,0.0628260594,11.517235863,0.3704631196,44753.0,0.3380405133,South,Alabama
37,1,71,1071,AL,Jackson County,2019,1.0,0.2231374277,0.37,0.304,0.4773141451,0.2361111111,6730.0,0.43,0.34,0.3,0.43,5.125297383,11.0,0.0,73.660109764,73.110450187,,73.214929051,0.16,69.5,0.14,0.0327251054,8.3085143098,0.3804265797,42658.0,0.7701730325,South,Alabama
38,1,73,1073,AL,Jefferson County,2019,1.0,0.1840787557,0.333,0.279,0.7953516203,0.1611374408,4236.0,0.43,0.33,0.33,0.47,5.432477737,13.4,0.0,74.720268275,72.972348163,90.292877857,75.80238759,0.132,615.4,0.19,0.1227159061,28.902245229,0.3634513264,50731.0,0.0983376515,South,Alabama
39,1,75,1075,AL,Lamar County,2019,1.0,0.2068624791,0.35,0.364,0.1752952486,0.2142857143,5852.0,0.42,0.27,,0.44,4.7471857411,10.3,0.0,73.155347404,,,,0.157,135.3,0.162,0.0075067659,,0.3787654685,39796.0,1.0,South,Alabama
40,1,77,1077,AL,Lauderdale County,2019,1.0,0.1874983866,0.346,0.282,0.5883139717,0.2794117647,5480.0,0.51,0.38,0.39,0.52,4.5488406253,11.0,0.0,76.197258559,72.446795793,,76.343953661,0.144,79.3,0.151,0.0503807409,10.452258409,0.3505816101,46646.0,0.4929510619,South,Alabama
41,1,79,1079,AL,Lawrence County,2019,1.0,0.211006472,0.35,0.349,0.4898511896,0.2380952381,6598.0,0.39,0.29,,0.41,4.9500895255,11.3,0.0,74.032771265,73.077204055,,73.300639155,0.149,85.6,0.146,0.0212248817,17.101239337,0.3871894829,42912.0,0.9128978712,South,Alabama
42,1,81,1081,AL,Lee County,2019,1.0,0.1873573328,0.314,0.221,0.6641211577,0.3066666667,3778.0,0.45,0.32,0.31,0.49,6.2310449237,12.1,0.0,78.163304061,74.612752103,108.26068912,78.903019503,0.095,190.1,0.18,0.1224950372,8.5848053134,0.365670481,51372.0,0.2740949896,South,Alabama
43,1,83,1083,AL,Limestone County,2019,1.0,0.1878264669,0.336,0.273,0.6035370008,0.2568807339,5951.0,0.44,0.34,0.28,0.45,5.091074856,11.8,0.0,77.799185669,77.392406266,99.038303317,77.498384913,0.124,134.3,0.124,0.0351835386,6.8144811311,0.3739478359,57342.0,0.5760914208,South,Alabama
44,1,85,1085,AL,Lowndes County,2019,1.0,0.2235740491,0.462,0.329,0.0486768741,0.5454545455,5337.0,0.36,0.29,,0.45,5.7636379506,10.9,0.0,70.818079591,69.916007516,,71.687860028,0.182,644.3,0.281,0.1306214495,,0.4273863118,33130.0,1.0,South,Alabama
45,1,87,1087,AL,Macon County,2019,1.0,0.2178973115,0.467,0.307,0.3226738766,0.4074074074,5299.0,0.33,0.3,,0.44,6.4266948779,11.7,1.0,74.089912231,73.287432499,,76.383298342,0.193,438.7,0.27,0.2163866443,,0.4589316797,30849.0,0.5554726832,South,Alabama
46,1,89,1089,AL,Madison County,2019,1.0,0.1642110787,0.318,0.219,0.6915692734,0.3081395349,5154.0,0.44,0.32,0.35,0.47,5.1052847867,11.6,1.0,77.564607723,76.179753713,89.655907786,77.27929234,0.129,222.7,0.143,0.0746734512,16.711760411,0.3615362162,62750.0,0.1644151477,South,Alabama
47,1,91,1091,AL,Marengo County,2019,1.0,0.2143325958,0.407,0.315,0.4455699815,0.4516129032,6242.0,0.32,0.22,,0.41,6.864045645,10.6,0.0,74.314601877,72.982868816,,76.531180844,0.189,174.0,0.236,0.1262897065,,0.3926068391,37469.0,0.6931564179,South,Alabama
48,1,93,1093,AL,Marion County,2019,1.0,0.2081832463,0.364,0.316,0.4641603847,0.0882352941,7117.0,0.39,0.36,,0.39,4.7579269069,10.5,0.0,74.455161618,,,,0.178,120.3,0.139,0.0325454263,,0.3753765331,38049.0,0.8885495191,South,Alabama
49,1,95,1095,AL,Marshall County,2019,1.0,0.2159965441,0.33,0.329,0.6156054139,0.2682926829,5877.0,0.45,0.4,0.21,0.45,4.7772874539,11.8,0.0,74.223967082,70.601403812,78.415546454,73.651391983,0.125,115.6,0.122,0.0518750541,17.167081246,0.3571209728,42751.0,0.5326868704,South,Alabama
50,1,97,1097,AL,Mobile County,2019,1.0,0.1891319867,0.369,0.284,0.7200454246,0.3534246575,6066.0,0.42,0.33,0.32,0.45,5.250730173,10.8,0.0,75.180924378,73.24291775,94.225765864,75.867390346,0.149,503.3,0.189,0.102659253,14.62803793,0.3729141239,45615.0,0.2002024252,South,Alabama
51,1,99,1099,AL,Monroe County,2019,1.0,0.2191414582,0.391,0.316,0.5209380961,0.3703703704,4791.0,0.38,0.24,,0.44,7.9609346025,10.4,0.0,74.355904768,73.674036964,,74.838916261,0.174,223.7,0.254,0.1283952666,,0.3805333372,36432.0,0.790445639,South,Alabama
52,1,101,1101,AL,Montgomery County,2019,1.0,0.1960646437,0.366,0.258,0.7732110236,0.3289473684,5809.0,0.39,0.32,0.32,0.43,5.5336008591,11.9,0.0,75.813899252,74.153555884,104.01896934,77.360708276,0.133,711.5,0.221,0.1457214106,6.6223801128,0.3711891253,45833.0,0.1049123006,South,Alabama
53,1,103,1103,AL,Morgan County,2019,1.0,0.2007158591,0.315,0.272,0.5730688761,0.2957746479,5862.0,0.44,0.3,0.28,0.45,4.7021961185,11.6,0.0,75.505162282,73.180863928,89.794632162,75.310445751,0.134,137.9,0.132,0.0408420181,16.228542649,0.3751680578,49274.0,0.3859737217,South,Alabama
54,1,105,1105,AL,Perry County,2019,1.0,0.2327089354,0.449,0.345,0.5272401095,0.5714285714,5789.0,0.24,0.18,,0.34,5.3772077376,10.7,0.0,71.807358199,70.415319962,,74.994117457,0.201,292.6,0.302,0.0488511751,,0.440162448,26703.0,1.0,South,Alabama
55,1,107,1107,AL,Pickens County,2019,1.0,0.214232526,0.36,0.274,0.0588473615,0.375,5439.0,0.42,0.33,,0.46,5.7846574095,10.5,0.0,75.510251447,73.893364611,,76.114060751,0.163,256.1,0.205,0.0089215884,,0.4024090013,38379.0,1.0,South,Alabama
56,1,109,1109,AL,Pike County,2019,1.0,0.2222820971,0.428,0.261,0.6244566704,0.3409090909,5470.0,0.39,0.27,,0.43,6.568135538,11.0,0.0,75.567372943,72.969856518,,76.630551806,0.13,341.1,0.214,0.0630434457,,0.3909668052,40680.0,0.5167938235,South,Alabama
57,1,111,1111,AL,Randolph County,2019,1.0,0.1974937246,0.366,0.304,0.348448479,0.275862069,4215.0,0.32,0.28,0.25,0.33,4.7906976744,11.0,0.0,74.150625392,73.247424259,,74.2306324,0.153,83.2,0.163,0.0681548308,,0.3635385851,41112.0,0.8134246934,South,Alabama
58,1,113,1113,AL,Russell County,2019,1.0,0.2177860829,0.404,0.309,0.699170869,0.1978021978,4027.0,0.41,0.35,0.37,0.43,4.852205006,12.1,0.0,72.91510157,72.871658689,81.760780629,72.608817683,0.132,374.5,0.201,0.0554670323,8.5774572986,0.4124697987,36186.0,0.354089939,South,Alabama
59,1,115,1115,AL,St. Clair County,2019,1.0,0.196323482,0.356,0.295,0.4771811037,0.2380952381,6162.0,0.39,0.33,0.26,0.4,4.1636916395,12.0,0.0,75.100363786,75.556751466,77.890213091,74.81787972,0.123,144.3,0.119,0.0156785841,29.245096699,0.3663076878,52755.0,0.7279676528,South,Alabama
60,1,117,1117,AL,Shelby County,2019,1.0,0.1687485205,0.329,0.223,0.8686316221,0.2,3910.0,0.43,0.32,0.29,0.44,4.1431624593,12.0,0.0,80.366327367,79.04330091,105.23857194,80.124716794,0.093,147.7,0.096,0.043024798,18.643157329,0.3670310007,74098.0,0.2294487018,South,Alabama
61,1,119,1119,AL,Sumter County,2019,1.0,0.2300803497,0.431,0.318,0.1830996149,0.40625,5646.0,0.29,0.24,,0.38,7.2359411692,10.4,0.0,72.90228422,69.9611252,,81.53102236,0.2,280.3,0.291,0.1037288563,,0.4327665962,26495.0,1.0,South,Alabama
62,1,121,1121,AL,Talladega County,2019,1.0,0.214248488,0.407,0.332,0.5979876293,0.2820512821,4924.0,0.35,0.26,,0.37,4.7588466579,11.5,0.0,72.936529801,72.273273167,90.794863585,72.845018584,0.164,260.2,0.185,0.0585466459,12.446583413,0.4218156803,41733.0,0.5581533825,South,Alabama
63,1,123,1123,AL,Tallapoosa County,2019,1.0,0.2092048346,0.345,0.305,0.7056180315,0.2682926829,4658.0,0.44,0.33,0.47,0.47,5.3994579246,11.4,0.0,75.030168425,72.308984227,,75.940504803,0.159,164.4,0.179,0.043249544,10.633772863,0.4119439254,44469.0,0.7422625913,South,Alabama
64,1,125,1125,AL,Tuscaloosa County,2019,1.0,0.2008367679,0.341,0.267,0.7095542906,0.3005181347,6078.0,0.46,0.36,0.48,0.5,4.8520988623,11.3,0.0,76.161511138,74.44682109,99.279910151,76.770332223,0.126,234.7,0.175,0.0649404256,14.889405702,0.3790466333,51644.0,0.2550807578,South,Alabama
65,1,127,1127,AL,Walker County,2019,1.0,0.1979027189,0.38,0.333,0.460453874,0.2234042553,4301.0,0.42,0.34,,0.42,5.0663226781,11.6,0.0,70.150315905,68.066764355,,70.026175917,0.147,141.7,0.157,0.0521006974,17.497002352,0.3947672409,41925.0,0.7408799964,South,Alabama
66,1,129,1129,AL,Washington County,2019,1.0,0.2073555711,0.404,0.315,0.1828678687,0.380952381,4939.0,0.25,0.23,,0.26,4.7415703982,10.1,0.0,72.951746259,71.582069474,,73.761865431,0.171,97.9,0.177,0.0358356589,,0.3875590021,44249.0,1.0,South,Alabama
67,1,131,1131,AL,Wilcox County,2019,1.0,0.2425493419,0.444,0.348,0.0977720651,0.4827586207,4364.0,0.24,0.19,,0.31,5.9586891546,10.4,1.0,74.174642839,71.517201928,,79.83990944,0.198,195.4,0.323,0.3046474603,,0.4328828118,25700.0,1.0,South,Alabama
68,1,133,1133,AL,Winston County,2019,1.0,0.227808315,0.382,0.336,0.7617627839,0.2121212121,12415.0,0.41,,,,4.3751453222,11.0,0.0,74.892341587,,,,0.172,44.1,0.143,0.0265501285,,0.3649100341,38562.0,0.8489217448,South,Alabama
69,2,0,2000,AK,Alaska,2019,,0.190354082,0.304,0.188,0.8223803241,0.3664772727,2970.0,0.32,,,,4.0309946299,,0.5862068966,78.486878808,,,,0.076,109.3,0.134,0.0915118365,17.881908238,0.3188526639,74058.0,0.3398021207,West,Alaska
70,2,13,2013,AK,Aleutians East Borough,2019,0.0,0.1742706196,0.395,0.222,0.9274116523,,,,,,,4.3479992485,,0.0,92.482239572,,,,0.086,161.7,0.129,0.3493750965,,0.3590732098,69375.0,1.0,West,Alaska
71,2,16,2016,AK,Aleutians West Census Area,2019,1.0,0.1534680099,0.4,0.239,0.8955223881,1.0,,,,,,3.2154905412,,0.0,81.367307967,,,,0.082,,0.124,0.0857404779,,0.3442104981,80290.0,1.0,West,Alaska
72,2,20,2020,AK,Anchorage Borough,2019,1.0,0.1492845609,0.286,0.175,0.9170327524,0.2803738318,2763.0,0.36,0.24,0.32,0.37,3.6982260265,,1.0,79.021795895,77.26603473,84.677355803,80.375862805,0.078,162.7,0.12,0.0511383882,20.420917752,0.2973926991,78579.0,0.0411717942,West,Alaska
73,2,50,2050,AK,Bethel Census Area,2019,1.0,0.3338231417,0.313,0.275,0.9566801857,0.5555555556,818.0,0.12,,,,5.2241638027,,1.0,71.946400094,,,,0.068,114.2,0.217,0.4198759872,,0.3517538821,45582.0,0.7393757715,West,Alaska
74,2,60,2060,AK,Bristol Bay Borough,2019,1.0,0.2004173401,0.386,0.243,0.0541624875,0.0,2063.0,0.3,,,,3.9111519435,,0.0,,,,,0.097,,0.127,0.1766323306,,0.3139145517,70094.0,1.0,West,Alaska
75,2,68,2068,AK,Denali Borough,2019,0.0,0.1761442168,0.27,0.152,0.6796276013,0.4,,,,,,3.2834168599,,0.0,81.204038233,,,,0.068,,0.137,0.2293371496,,0.2999909218,73220.0,1.0,West,Alaska
76,2,70,2070,AK,Dillingham Census Area,2019,1.0,0.316179308,0.385,0.241,0.786259542,1.0,6230.0,0.21,,,,4.95102932,,0.0,72.919773003,,,,0.099,,0.169,0.3219756974,,0.349436369,52641.0,1.0,West,Alaska
77,2,90,2090,AK,Fairbanks North Star Borough,2019,1.0,0.184474925,0.294,0.167,0.7539275064,0.3617021277,1822.0,0.32,0.26,0.24,0.32,3.734959663,,1.0,79.377411244,81.369320376,96.657157817,79.962308484,0.06,57.8,0.123,0.0727681988,12.669242746,0.3020848831,74241.0,0.3087076378,West,Alaska
78,2,100,2100,AK,Haines Borough,2019,1.0,0.170535122,0.263,0.197,0.9996012759,0.0,2142.0,0.14,,,,4.2003205128,,0.0,85.119267884,,,,0.089,,0.139,0.0744098169,,0.2951001767,53413.0,1.0,West,Alaska
79,2,105,2105,AK,Hoonah-Angoon Census Area,2019,1.0,0.2159685412,0.317,0.216,,,,,,,,3.8466482678,,0.0,80.22684914,,,,0.104,,0.161,0.3876796357,,0.3084262071,50573.0,,West,Alaska
80,2,110,2110,AK,Juneau Borough,2019,1.0,0.1804083795,0.288,0.147,1.0,0.5,3080.0,0.34,0.15,0.26,0.37,3.2087011764,,0.0,79.521040099,,82.475827406,80.827084765,0.07,69.3,0.106,0.0590628333,28.771655809,0.3118113869,90436.0,0.2154436451,West,Alaska
81,2,122,2122,AK,Kenai Peninsula Borough,2019,1.0,0.1917092751,0.296,0.209,0.8645306859,0.303030303,,0.2,,,,4.6586330398,,1.0,78.568039557,,85.222641219,78.620564955,0.077,49.6,0.134,0.0583536074,23.404231028,0.3031842978,63559.0,0.7933754513,West,Alaska
82,2,130,2130,AK,Ketchikan Gateway Borough,2019,1.0,0.2007768666,0.356,0.193,1.0,0.5,3537.0,0.36,,0.36,0.38,4.1794518244,,1.0,80.184331089,,,,0.093,95.4,0.134,0.0161387287,,0.3182392982,71298.0,0.2318765304,West,Alaska
83,2,150,2150,AK,Kodiak Island Borough,2019,1.0,0.1648549674,0.328,0.211,0.9861683343,1.0,4885.0,0.39,,0.19,0.41,4.1895101921,,1.0,82.404667897,,,,0.075,,0.112,0.0460625565,,0.2934238286,71118.0,0.3131989406,West,Alaska
84,2,158,2158,AK,Kusilvak Census Area,2019,1.0,0.4275405604,0.269,0.236,,0.8333333333,1150.0,0.19,,,,4.2339384652,,1.0,67.215887914,,,,0.073,,0.273,0.418397067,,0.3763225084,31250.0,,West,Alaska
85,2,164,2164,AK,Lake and Peninsula Borough,2019,1.0,0.3208132308,0.335,0.236,0.4708767627,,,,,,,4.1672519549,,1.0,,,,,0.079,,0.186,0.4351634435,,0.3438953129,47644.0,1.0,West,Alaska
86,2,170,2170,AK,Matanuska-Susitna Borough,2019,1.0,0.1870075734,0.331,0.208,0.5704253048,0.3703703704,3148.0,0.31,0.23,0.28,0.31,4.284679289,,1.0,78.819160695,81.53192867,92.572866755,79.202953838,0.08,57.8,0.125,0.0762394092,18.269699223,0.3453830633,72296.0,0.5029383673,West,Alaska
87,2,180,2180,AK,Nome Census Area,2019,1.0,0.3581553086,0.355,0.231,0.5462494732,1.0,6740.0,0.04,,,,4.5001495918,,1.0,71.098448203,,,,0.08,,0.214,0.3809334495,,0.3560215423,53877.0,0.6605562579,West,Alaska
88,2,185,2185,AK,North Slope Borough,2019,1.0,0.2581028242,0.368,0.244,0.6471898197,0.3333333333,,,,,,4.1688686185,,1.0,73.14686856,,,,0.073,,0.145,0.1319718346,,0.3356203351,82736.0,0.5933191941,West,Alaska
89,2,188,2188,AK,Northwest Arctic Borough,2019,1.0,0.3328326449,0.361,0.249,0.2181310647,0.0,,,,,,5.2919967664,,1.0,72.657228837,,,,0.085,,0.226,0.3405510868,,0.3520411423,53060.0,0.5746377775,West,Alaska
